repository,repo_url,commit_hash,author,date,message,green_aware,patterns_matched,pattern_count,confidence,files_modified,insertions,deletions,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_nloc,total_complexity,methods_count,energy_joules
LineageOS/android,https://github.com/LineageOS/android,621c348a7aa8700bf54ad0f8c584091050055c73,LuK1337,2020-09-23T22:54:16+02:00,"manifest: Sync even more of our repos

Change-Id: I107f5cb286136dbdc04a86e79ec036412b39c93e",True,,0,low,2,11,11,,,,0,0,0,
LineageOS/android,https://github.com/LineageOS/android,cb2eed6bb50bf7801aaadacbc977433f11d3c0fa,Aaron Kling,2020-09-23T14:44:29-05:00,"Track our TvSettings

Change-Id: I0a7cb0ea43597cc4d5ff73fdaedbb4e5efce5ae7",True,,0,low,1,1,1,,,,0,0,0,
LineageOS/android,https://github.com/LineageOS/android,586b97be0733ac5fdc0f55bbdb3c1d7da00f01a5,Aaron Kling,2020-09-21T21:48:57-05:00,"Sync Lineage Customizer

Used by all atv devices

Change-Id: Ib8f6e46abec02eaacc6c4e6944b4111fa7481d",True,Minimize Deployed Environments,1,medium,1,1,0,,,,0,0,0,
LineageOS/android,https://github.com/LineageOS/android,af721d0e16c380ee45790bc5ff7fb4dfb4c96e8c,Aaron Kling,2020-09-21T21:47:38-05:00,"Switch to our device/google/atv fork

Change-Id: Ic746a016355d560788f61c19dadc2c32cdc2b3ce",True,"Minimize Deployed Environments, Use Compiled Languages, Incremental Processing",3,high,1,1,1,,,,0,0,0,
LineageOS/android,https://github.com/LineageOS/android,46237c6a882d3dbc23f11d289f1d70fd32ae20a1,Bruno Martins,2020-09-24T14:17:08+01:00,"lineage: Bring up the SDK

Let the fun begin.

Change-Id: Iee8278462fe4675434957b4e08ade96ea6807048",False,,0,low,1,7,7,,,,0,0,0,
LineageOS/android,https://github.com/LineageOS/android,344f8fb6056e3689e996d12e780b37a3b2e51f0e,Bruno Martins,2020-09-24T14:26:50+01:00,"lineage: Enable Trebuchet

We need a launcher, even if it's just the plain Launcher3 right now.

Cha",True,,0,low,1,1,1,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,85eca66ac90a5dd54b9c2e2f87da902ea519a0d3,Ivano Malavolta,2022-06-20T11:40:52+02:00,Initial commit,False,,0,low,63,3224,0,0.7213452299245025,0.7652711050102952,0.8345916266300618,2088,436,241,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,05bca1006a47c30cc0d09eddf571309ab4777142,Ivano Malavolta,2022-06-20T11:46:57+02:00,Add WIP indication,False,,0,low,1,2,0,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,f2967572e83463431df533753a11286720a3cb95,nikosChalk,2022-06-24T18:39:35+03:00,discarding robot related stuff,False,,0,low,21,111,149,0.7083333333333334,1.0,0.0,697,127,76,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,381ddcc1fb6c9c5fbb0b786e6f86ec4e3620098d,nikosChalk,2022-06-24T18:39:51+03:00,requirements.txt,False,,0,low,1,2,0,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,081cbcc836d9eda65971ba0ddd5f7faa6b01a66b,nikosChalk,2022-06-24T19:00:30+03:00,folder renaming,False,,0,low,41,0,0,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,78bd3161b65e49cd747c48bb4a8f16c0473e72fe,nikosChalk,2022-06-24T19:10:02+03:00,.gitignore,False,,0,low,1,5,1,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,19f5951ea26a4b44529857f2c8492abaefa3d8c6,nikosChalk,2022-06-24T19:10:20+03:00,readme,False,,0,low,1,3,3,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,43b01797d9468dce0c051ce1d319dc5d88efe201,nikosChalk,2022-07-01T00:53:04+03:00,cleanup & renaming,True,"Delete Unused Storage Resources, Remove Unused Assets",2,high,30,3,568,0.38175675675675674,0.2972972972972973,0.30743243243243246,206,28,26,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,ba2d46a0e5e550ec2756cddfa99829a6c10ea011,nikosChalk,2022-07-01T00:54:24+03:00,more cleanup,True,"Delete Unused Storage Resources, Remove Unused Assets",2,high,17,0,1208,0.1646234676007005,0.18038528896672504,0.138353765323993,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,65032b4b81456259c82c343dd6c0108b7e06b6d2,nikosChalk,2022-07-01T02:41:00+03:00,friendlier user code,False,,0,low,1,10,8,,,,29,2,1,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,457784e50707e1b8ee15536681a9c6337d1ce9cc,nikosChalk,2022-07-01T03:06:54+03:00,changed events order,False,Scale Kubernetes Workloads Based on Events,1,medium,1,5,4,,,,29,2,1,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,17229faff6dddbc37bf3ba7c72ce143424bd9b4f,nikosChalk,2022-07-01T03:07:56+03:00,removed unecessary state,False,"Delete Unused Storage Resources, Implement Stateless Design, Remove Unused Assets",3,high,1,10,6,0.0,0.0,1.0,44,16,5,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,256fa894acce01fe024130a47310d8a084ce8120,nikosChalk,2022-07-01T03:33:21+03:00,sample config fixes,False,,0,low,1,52,40,1.0,1.0,1.0,62,11,11,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,55071173f3ac4ed38694ae404b9a50ec6e1c1e23,nikosChalk,2022-07-01T03:33:32+03:00,type fix,False,,0,low,1,3,3,,,,44,16,5,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,e5d45ccf116091f9929c281e9de5e5766e7ee927,nikosChalk,2022-07-01T03:34:18+03:00,renaming,False,,0,low,1,2,2,,,,102,23,13,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,313a96d7267366098d4f39c880c362c6ff3322db,nikosChalk,2022-07-01T04:13:32+03:00,linux-top example,False,,0,low,7,262,12,0.7142857142857143,0.7142857142857143,1.0,268,49,27,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,848d22f3ff2f2010f214378aa6927c2b950dbf19,nikosChalk,2022-07-01T04:14:00+03:00,.gitignore,False,,0,low,1,2,1,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,52e1a9f34ac17568c9e6d3645b726656a1b849fa,nikosChalk,2022-07-01T04:21:23+03:00,linux-top --> linux-ps-profiling,True,Performance Profiling,1,medium,5,0,0,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,de6891c6191bb26951043ce4f1b695a11e23295d,nikosChalk,2022-07-01T04:21:35+03:00,.gitignore,False,,0,low,1,1,1,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,9b3ce7272741d0aa9a1d0b415aa7a9a344bb546c,nikosChalk,2022-07-01T04:24:19+03:00,hello world example,False,,0,low,1,121,0,1.0,1.0,1.0,63,11,11,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,4afd1d1ba49d3ac2b86587d7885e54ce2aff8977,nikosChalk,2022-07-01T11:37:18+03:00,examples readmes,False,,0,low,3,39,1,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,d3407119d1e427d2bd2d3f4b9d8b032f63508877,nikosChalk,2022-07-01T13:53:09+03:00,readme update,False,,0,low,1,91,152,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,a785e93a3d4a39dada899b32748944697ce1eef0,nikosChalk,2022-07-01T13:54:17+03:00,documentation fixes,False,,0,low,4,38,27,,,,217,35,33,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,dfda2a96e41556a44bf5756ccb03ad0cf3672d22,nikosChalk,2022-07-01T14:02:59+03:00,readme,False,,0,low,1,9,7,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,75a6ad58b2a3d0e5075e43e62c962c6a8b174b6c,nikosChalk,2022-07-09T16:38:50+03:00,fixed bug for exclusions,False,,0,low,14,126,33,0.7076923076923077,0.7076923076923077,0.8769230769230769,195,47,24,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,6b3a56459f7c95017872c53f7bac0320f0546854,nikosChalk,2022-07-09T22:14:35+03:00,"md5sum & less restrictive treatment levels

* md5sum check
* support for arbitrary python objects in",True,"Delete Unused Storage Resources, Remove Unused Assets",2,high,10,150,73,0.0,0.0,0.0,302,60,26,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,0ce57af5d84fc5e2e355d21ebb1955577eb4a4bf,nikosChalk,2022-07-11T21:52:07+03:00,examples update,False,,0,low,4,41,18,0.0,0.0,0.0,148,24,22,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,ab7ed709c169de53014fa871e442ac8d2d26dc39,nikosChalk,2022-07-11T21:52:42+03:00,exit code fix,False,,0,low,1,3,1,,,,64,12,2,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,b02200416a1515291c55fdc1cec6ec15516d6ca8,nikosChalk,2022-07-11T21:53:39+03:00,.gitignore,False,,0,low,1,3,2,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,f54a973feada9a8266ea6d70c9390b22bd6af9f0,nikosChalk,2022-07-11T22:17:52+03:00,pycharm hack,True,Evaluate Other CPU Architectures,1,medium,1,9,0,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,d2cbca1311239eb631ec6db2c127e028c9a30f0d,nikosChalk,2022-07-11T22:25:21+03:00,empty plugins folder,False,,0,low,1,0,0,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,671fac873d5767f2d7568a94cc7aa1daaad2b6b5,nikosChalk,2022-07-16T21:50:29+03:00,better restart handling,False,,0,low,3,64,24,0.08695652173913043,0.08695652173913043,0.8695652173913043,151,37,13,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,d4b388521659e8438c3ad963ef149aa1a20ec4bf,nikosChalk,2022-07-16T23:03:56+03:00,FactorModel update,True,Energy Efficient Models,1,medium,6,33,23,1.0,1.0,0.0,232,55,16,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,b683f46abaea00ebf680359899d87b4023907b15,nikosChalk,2022-07-16T23:04:55+03:00,test fixes,False,,0,low,1,2,2,,,,12,2,1,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,36085f5065685c5e287ecc2d8926f7da1744fd01,nikosChalk,2022-07-16T23:15:32+03:00,minor fixes,False,,0,low,1,2,4,,,,6,1,1,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,de4e914fd7b7e0f1c7dbd8311b77e81696df7ffe,nikosChalk,2022-07-17T21:07:20+03:00,bug fix,False,,0,low,2,8,8,,,,148,24,22,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,ada902a8ef69bda4983a2c1b71d8b59faa8c368d,nikosChalk,2022-07-17T22:52:58+03:00,codecarbon plugin,True,Leverage Sustainable Regions for AI,1,medium,6,138,0,1.0,1.0,0.958904109589041,93,21,18,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,d5b3a608e340f81981ada36b21636fb8a9d7c3cf,nikosChalk,2022-07-22T02:05:06+03:00,codecarbon plugin - simpler,True,Leverage Sustainable Regions for AI,1,medium,2,54,5,1.0,1.0,0.9210526315789473,137,29,26,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,30dafcf774278b6bd1c3bf138a102bf58d872429,nikosChalk,2022-07-22T02:39:35+03:00,bug fix,False,,0,low,1,2,0,1.0,1.0,1.0,49,15,11,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,31238f735ed5cec3729bcc537dc5042a1c2b9387,nikosChalk,2022-07-22T02:42:24+03:00,codecarbon README,True,Leverage Sustainable Regions for AI,1,medium,1,70,0,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,acb47a0ca1b170966e1434f3bfec0735fbb46639,nikosChalk,2022-07-22T03:19:04+03:00,README,False,,0,low,1,1,3,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,13f38d1712bfd25e8bae55f5bb101b2818619e95,nikosChalk,2022-07-22T14:41:00+03:00,codecarbon - more data columns,True,"Reduce Transmitted Data, Leverage Sustainable Regions for AI",2,high,3,63,32,1.0,1.0,1.0,173,36,28,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,c51beabf7b061c1f74d13048a09704431fa73f8d,nikosChalk,2022-07-22T14:48:55+03:00,codecarbon testing,True,Leverage Sustainable Regions for AI,1,medium,7,283,2,1.0,1.0,1.0,187,24,24,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,6f2e4dbd7c29fd0dbc440f6c920d7a54e7d6920e,nikosChalk,2022-07-22T14:49:06+03:00,.gitignore,False,,0,low,1,1,1,,,,0,0,0,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,cae06774d2184e04200fe3cbe920dbf83d29981d,nikosChalk,2022-07-22T15:02:31+03:00,codecarbon doc & bug fix,True,Leverage Sustainable Regions for AI,1,medium,2,8,5,,,,77,21,13,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,37952ca36e9c654150ce94831df17d588708d7a4,nikosChalk,2022-07-22T18:05:01+03:00,spacing,False,,0,low,1,1,1,,,,63,11,11,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,fc8564c6fca33207f02f097f1be519975e044ea4,nikosChalk,2022-07-22T18:06:02+03:00,more core testing,False,,0,low,6,177,3,1.0,1.0,1.0,250,36,36,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,462b563c58392dde78fa769ad131fb67630cf47b,nikosChalk,2022-07-22T18:32:12+03:00,"API change - create_run_table() removed

This change will make it easier for plugins to modify
the b",True,"Delete Unused Storage Resources, Remove Unused Assets, Energy Efficient Models, Use Serverless",4,high,10,28,28,,,,683,123,99,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,0039fd544ed11b2a424a226df36f1036950a2a13,nikosChalk,2022-07-22T19:32:24+03:00,shuffling of run table,False,,0,low,8,208,13,0.6705882352941176,0.6705882352941176,0.8352941176470589,352,73,25,
S2-group/experiment-runner,https://github.com/S2-group/experiment-runner,36e1ae73192637c69e685773fb0da910bc80c706,Giovanni,2022-07-28T14:20:45+05:18,added Wattsup,True,Energy-Aware Monitoring,1,medium,2,214,0,0.6019417475728155,0.6019417475728155,0.49514563106796117,133,28,16,
psf/requests,https://github.com/psf/requests,f462eecf4817ad886efd21f417129c4fd820c7ce,Hugo,2020-01-06T11:24:02+02:00,Update supported Python versions,False,,0,low,2,2,10,,,,0,0,0,
psf/requests,https://github.com/psf/requests,782e94d141cddb57400f444341b7f68c2211c66f,John Kooker,2020-01-09T09:26:42-08:00,"Update example code in README.md (#5292)

Show the current project description.",False,,0,low,1,1,1,,,,0,0,0,
psf/requests,https://github.com/psf/requests,a9ee0eef5a70acb9ed35622b3675574b11f92cb4,Sumana Harihareswara,2020-01-09T12:55:20-05:00,"Add Python 2 support entry in FAQ (#5303)

* Add Python 2 support entry in FAQ

Fixes: #5211

Si",True,,0,low,1,12,0,,,,0,0,0,
psf/requests,https://github.com/psf/requests,d2f65af033942a50890b29ab0159b385c426ea5b,Hugo van Kemenade,2020-01-19T17:41:09+02:00,Move community files under .github/ (#5206),False,,0,low,3,4,6,,,,0,0,0,
psf/requests,https://github.com/psf/requests,9b95b4e7b4df1865b058161f1492989868614535,johnthagen,2020-01-21T12:00:51-05:00,Add PyPy3 to Travis test suite (#5193),False,,0,low,2,5,1,1.0,1.0,1.0,92,25,12,
psf/requests,https://github.com/psf/requests,7138d8b0e305e8b8c8348e2526c8580d6d7db192,Nick Watts,2020-01-25T12:09:10-05:00,Change link for pip installation instructions,False,,0,low,1,1,1,,,,0,0,0,
psf/requests,https://github.com/psf/requests,d5c4cac0f4cc2f558099a55686ddb2e0bdc2dbd1,Nick Watts,2020-01-25T18:19:22-05:00,Fix intersphinx_mapping config for Python standard library,False,,0,low,1,1,1,,,,77,0,0,
psf/requests,https://github.com/psf/requests,b1631b03bc8dbff0266225b2ecebed9880449c32,John Samuels,2020-02-17T21:46:26+00:00,Update link to pipenv in README.,False,,0,low,1,1,1,,,,0,0,0,
psf/requests,https://github.com/psf/requests,ae0a497b0c8506f6187167da8d181fa400fd08f8,John Samuels,2020-02-17T21:47:34+00:00,Update link to pipenv in installation guide.,False,,0,low,1,1,1,,,,0,0,0,
psf/requests,https://github.com/psf/requests,e11302018b72679505503241c9276a46c163e14a,Alexander Zhukov,2020-02-18T09:19:38+02:00,"Fix the syntax highlighting in the example (#5276)

Co-authored-by: Nate Prewitt <nate.prewitt@gmail",False,,0,low,1,2,2,,,,0,0,0,
psf/requests,https://github.com/psf/requests,c46f55bd48dabc02f033d252f8c64e2011f37361,Chris Withers,2020-02-18T14:58:27+00:00,Limit dependencies to major instead of minor (#5342),True,Resource Limits & Constraints,1,medium,1,3,3,,,,95,4,3,
psf/requests,https://github.com/psf/requests,80011a7917afe2cd6a5fa8359e7ea90203880b3c,Ned Batchelder,2019-06-04T16:05:28-04:00,"Remove an obsolete attribute from __attrs__

The extra attribute in __attrs__ makes an unpickled ses",False,"Delete Unused Storage Resources, Implement Stateless Design, Remove Unused Assets",3,high,1,1,1,,,,343,113,28,
psf/requests,https://github.com/psf/requests,b15056d1d3c4ca3546c88b9fe390f0721b198c2e,Nate Prewitt,2020-02-18T14:56:19-08:00,"Revert ""#4965 fix: Accessing response.content twice removes forgets read error.""

This reverts commi",False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,3,3,62,0.6666666666666666,0.16666666666666666,0.0,722,211,58,
psf/requests,https://github.com/psf/requests,24bcb9eab60d2db5e71979ea391b3e5675daff1f,Nate Prewitt,2020-02-18T15:00:28-08:00,"Revert ""Use urllib for chunked requests""

This reverts commit 2da7fe08586aeaff614c017a9a834a22c93738",False,"Avoid Chaining Critical Requests, Keep Request Counts Low",2,high,1,58,13,0.0,0.0,0.0,281,67,17,
psf/requests,https://github.com/psf/requests,fd13816d015c4c90ee65297fa996caea6a094ed1,Nate Prewitt,2020-02-18T15:01:34-08:00,"Revert ""Fix for response with UTF-8 BOM #4976""

This reverts commit 19cff44ec1b8eeec99459b504a681aa4",False,,0,low,3,0,34,0.0,0.0,0.0,1246,282,121,
psf/requests,https://github.com/psf/requests,b7c6aba848b10933f327fcce41970c29dc59051b,Nate Prewitt,2020-02-19T10:27:54-08:00,v2.23.0,False,,0,low,2,19,3,,,,10,0,0,
psf/requests,https://github.com/psf/requests,ca6f9af5dba09591007b15a7368bc0f006b7cc50,Redowan Delowar,2020-02-23T23:56:46+06:00,Normalize exception docstrings (#5338),False,,0,low,1,3,6,,,,32,4,1,
psf/requests,https://github.com/psf/requests,0a760ff025e933cbd1c5017bb5f2dfc9aa1dd6a3,Nate Prewitt,2020-02-26T20:21:08-08:00,updating pipfile.lock for bleach security issue (#5364),True,"Scan for Vulnerabilities, Use Cloud Native Security Tools",2,high,1,230,184,,,,0,0,0,
psf/requests,https://github.com/psf/requests,65989ddfe927f2dd3f194c5fed0df770006473bc,Nate Prewitt,2020-02-26T20:45:41-08:00,"changing of the guard

Thanks for everything Ian. Welcome Seth!",False,,0,low,1,3,2,,,,0,0,0,
psf/requests,https://github.com/psf/requests,4fc7f4a255fff60d1033ec66b0d180390adf9306,Nate Prewitt,2020-02-27T10:05:07-08:00,Update disclosure contact info (#5369),False,,0,low,1,6,4,,,,0,0,0,
psf/requests,https://github.com/psf/requests,2758124a13cddff7244b97b5ffe3fddabb90bc18,Seth Michael Larson,2020-02-27T21:33:09-06:00,Also update GitHub's Security Disclosure document (#5370),True,"Scan for Vulnerabilities, Use Cloud Native Security Tools",2,high,1,8,8,,,,0,0,0,
psf/requests,https://github.com/psf/requests,bebf5250b0df1b922ff534e987a4481cc4dde99d,Alessio Izzo,2020-03-25T20:44:51+01:00,"Remove explicit unicode literal in README.md and doc (#5336)

* [remove] remove ""u"" prefix in README",False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,4,17,17,,,,0,0,0,
psf/requests,https://github.com/psf/requests,c577eb8d5fa39eb4acdc64eb2e957a2c1b261c9b,Dustin Rodrigues,2020-03-28T19:24:35-04:00,fix README typo,False,,0,low,1,1,1,,,,0,0,0,
psf/requests,https://github.com/psf/requests,9ea85109a51d6573caab6d6811c503dfec456ea7,Nate Prewitt,2020-04-03T14:31:44-07:00,fixing rst markup,False,,0,low,1,2,2,,,,0,0,0,
psf/requests,https://github.com/psf/requests,bfb93d4b7d269a8735f1b216093e7e9a9fdc4517,Nate Prewitt,2020-04-03T14:39:06-07:00,update bleach security vulnerability,True,"Scan for Vulnerabilities, Use Cloud Native Security Tools",2,high,1,83,103,,,,0,0,0,
psf/requests,https://github.com/psf/requests,db47b9b4a0c5877fb97f64ac442757604c4c45cc,Seth Michael Larson,2020-04-30T08:55:53-05:00,Don't use pyOpenSSL unless no SNI is detected,False,"Encrypt What Is Necessary, Evaluate TLS Termination",2,high,1,14,6,,,,65,5,2,
psf/requests,https://github.com/psf/requests,251f73f65d46ff5de64b8ae2e6c6fe38c1a28808,Seth Michael Larson,2020-05-01T18:24:51-05:00,Add changelog entry for pyOpenSSL change,False,"Encrypt What Is Necessary, Evaluate TLS Termination",2,high,1,7,2,,,,0,0,0,
psf/requests,https://github.com/psf/requests,427e8eb1e7559ac4739c04069310be18ddbb734f,Miro Hrončok,2020-05-09T06:58:03+02:00,"Fix test_conflicting_post_params to work on pytest 5 (#5305)

The non-contextmanager form of pytest.",True,"Delete Unused Storage Resources, Remove Unused Assets, Avoid Chaining Critical Requests, Enable Text Compression, Keep Request Counts Low",5,high,1,4,2,1.0,1.0,1.0,1938,291,243,
psf/requests,https://github.com/psf/requests,9ed5db8ed28e816b597dafd328b342ec95466afa,Thomas Grainger,2020-05-09T06:08:51+01:00,"fix raise_for_status docstring (#5293)

the exception isn't stored it's created new each call",False,Compress Stored Data,1,medium,1,1,1,,,,516,195,44,
psf/requests,https://github.com/psf/requests,fa2dbe9a91764734a23104f9a4bde2a6d2bd9cde,David Black,2020-06-15T20:14:29+10:00,Remove what appears to be an un-needed call to self.resolve_redirects when not following redirects a,False,"Delete Unused Storage Resources, Remove Unused Assets, Avoid Chaining Critical Requests, Keep Request Counts Low",4,high,1,6,4,0.0,0.0,0.0,346,113,28,
psf/requests,https://github.com/psf/requests,8ac5929ae199164f3a96a6f7a53c177a87018f43,Kevin Kirsche,2020-06-15T11:23:17-04:00,Fix typo in README (#5468),False,,0,low,1,1,1,,,,0,0,0,
psf/requests,https://github.com/psf/requests,737dd0c3c6b9c090d1d525ffc0c7449d2cdca0ac,Bharat Raghunathan,2020-06-16T01:14:07+05:18,"Update number of dependents on requests (#5495)

* Update dependents on requests",False,"Avoid Chaining Critical Requests, Keep Request Counts Low",2,high,1,1,1,,,,0,0,0,
psf/requests,https://github.com/psf/requests,71a05cf28985da6bb56ee27b91d7cd005ce8da9d,David Black,2020-06-16T20:53:07+10:00,Avoid an unnecessary computation of the length of data for non-stream requests (which determines con,False,"Reduce Transmitted Data, Avoid Chaining Critical Requests, Avoid Tracking Unnecessary Data, Keep Request Counts Low",4,high,1,5,5,,,,516,195,44,
psf/requests,https://github.com/psf/requests,daa2b297a35518e2b4b649919e49d65f1f7ca463,Nate Prewitt,2020-06-16T13:54:43-07:00,updating usage information,False,"Serve Images in Modern Formats, Efficient Format for Model Training",2,high,1,2,2,,,,0,0,0,
psf/requests,https://github.com/psf/requests,0797c61fd541f92f66e409dbf9515ca287af28d2,Nate Prewitt,2020-06-16T13:55:11-07:00,v2.24.0,False,,0,low,2,12,2,,,,10,0,0,
psf/requests,https://github.com/psf/requests,1ca1c52e698b13d3d5cc0755a6450306d880b933,Kartik Chugh,2020-06-17T16:09:34-04:00,"Google App Engine (#5475)

* Continuity: Google App Engine",True,Use Compiled Languages,1,medium,2,2,2,,,,498,177,39,
psf/requests,https://github.com/psf/requests,9cae7be94f0aa35a26b42e1a34e26f874cd754da,Nick Krichevsky,2020-06-18T22:06:23-04:00,"Clarify that PreparedRequests should not be manually created

Closes #5504",False,"Avoid Chaining Critical Requests, Keep Request Counts Low",2,high,1,3,1,,,,516,195,44,
psf/requests,https://github.com/psf/requests,1b417634721ec377abb7f17bc1f215e07202c2f7,Nate Prewitt,2020-06-26T10:45:06-08:00,cleanup advanced docs header,True,"Delete Unused Storage Resources, Remove Unused Assets",2,high,1,0,2,,,,0,0,0,
psf/requests,https://github.com/psf/requests,2d39c0db054e158767ab4a755476844fe40787e7,Ben Bodenmiller,2020-07-23T21:57:30-07:00,"Docs: list CURL_CA_BUNDLE as supported (#5509)

* Docs: list CURL_CA_BUNDLE as supported",True,Reduce HTTP Requests,1,medium,1,1,0,,,,0,0,0,
psf/requests,https://github.com/psf/requests,02eb5a2cd34d36548ebb08528c73ca66c2a398d9,Matt Silverlock,2020-08-16T19:31:05-07:00,Document the dangers of using verify=False,False,,0,low,2,19,1,,,,346,113,28,
psf/requests,https://github.com/psf/requests,533c384b875166eef837b4e0e45125cf8ad9c6b1,Seth Michael Larson,2020-08-01T19:50:53-05:00,Make README markdown compatible,False,Scale Down Unused Applications,1,medium,1,27,87,,,,0,0,0,
psf/requests,https://github.com/psf/requests,08300621004a76dcacf03ed6538bcf2e592ac521,Seth Michael Larson,2020-08-01T23:36:08-05:00,"Remove images, analytics, 'keep up to date'",True,"Delete Unused Storage Resources, Remove Unused Assets, Avoid Tracking Unnecessary Data, Defer Offscreen Images, Properly Sized Images, Serve Images in Modern Formats",6,high,22,2,203,0.4690265486725664,0.21238938053097345,0.07964601769911504,0,0,0,
psf/requests,https://github.com/psf/requests,551a0bf0df2db42413baf4734ad6be37415f25ca,Seth Michael Larson,2020-08-02T00:08:12-05:00,"Recommend Pip, remove todo/philo docs, pare down support avenues",True,"Delete Unused Storage Resources, Remove Unused Assets, Scale Down Unused Applications",3,high,8,8,193,,,,0,0,0,
psf/requests,https://github.com/psf/requests,43ed689d97266476871ff38cd45ba551e934ef63,Seth Michael Larson,2020-08-02T00:20:26-05:00,"Trim release section, add back Twitter support",False,,0,low,3,14,11,,,,0,0,0,
psf/requests,https://github.com/psf/requests,0b013558704edc6b9aeeef566460b28e019052c4,Seth Michael Larson,2020-08-02T00:39:37-05:00,Pin more helpful links to sidebar,False,,0,low,2,27,3,,,,0,0,0,
psf/requests,https://github.com/psf/requests,48237afd9d064c639b9c2bcea7e75ab7b717b181,Nate Prewitt,2020-08-18T14:42:10-07:00,updating doc links and formatting,False,"Serve Images in Modern Formats, Efficient Format for Model Training",2,high,3,4,3,,,,0,0,0,
psf/requests,https://github.com/psf/requests,2a7832b5b06d377c7c79d1170b07e41fbd1a5d7c,Sagar Giri,2020-08-26T09:23:30+09:00,"Update index.rst

Update misleading text about python support",True,"Enable Text Compression, Database Indexing",2,high,1,1,1,,,,0,0,0,
psf/requests,https://github.com/psf/requests,22b5a39098223f51fcd2df238e13f9bac86b35a4,Andrew Jorgensen,2020-08-27T09:44:27-07:00,"Apply the Apache-2.0 license correctly

This follows instructions from the Apache Foundation. It als",True,"Scan for Vulnerabilities, Enable Text Compression",2,high,2,174,10,,,,0,0,0,
psf/requests,https://github.com/psf/requests,967a05bfffcb68f97296eda197b062221c2ebc0d,Martin,2020-09-11T17:36:21+02:00,Update renamed GitHub handle,False,,0,low,1,1,1,,,,0,0,0,
